173,Béjaïa,El Kseur
174,Béjaïa,Feraoun
175,Béjaïa,Ifelain Ilmathen
176,Béjaïa,Ighil-Ali
177,Béjaïa,Ighrem
178,Béjaïa,Kendira
179,Béjaïa,Kherrata
180,Béjaïa,Melbou
181,Béjaïa,Oued Ghir
182,Béjaïa,Ouzzelaguen
183,Béjaïa,Seddouk
184,Béjaïa,Sidi Said
185,Béjaïa,Smaoun
186,Béjaïa,Souk El Tenine
187,Béjaïa,Souk Oufella
188,Béjaïa,Tala Hamza
189,Béjaïa,Tamokra
190,Béjaïa,Tamridjet
191,Béjaïa,Taourit Ighil
192,Béjaïa,Taskriout
193,Béjaïa,Tazmalt
194,Béjaïa,Tichy
195,Béjaïa,Tifra
196,Béjaïa,Timezrit
197,Béjaïa,Tinedbar
198,Béjaïa,Tizi-N'Berber
199,Béjaïa,Toudja
200,Batna,Ain Djasser
201,Batna,Ain Touta
202,Batna,Ain Yagout
203,Batna,Arris
204,Batna,Azil Abdelkader (Metkouak)
205,Batna,Barika
206,Batna,Batna
207,Batna,Beni Foudala El Hakania
208,Batna,Bitam
209,Batna,Boulhilat
210,Batna,Boumegueur
211,Batna,Boumia
212,Batna,Bouzina
213,Batna,Chemora
214,Batna,Chir
215,Batna,Djerma
216,Batna,Djezzar
217,Batna,El Hassi
218,Batna,El Madher
219,Batna,Fesdis
220,Batna,Foum Toub
221,Batna,Ghessira
222,Batna,Gosbat
223,Batna,Guiga
224,Batna,Hidoussa
225,Batna,Ichmoul
226,Batna,Inoughissen
227,Batna,Kimmel
228,Batna,Ksar Bellezma
229,Batna,Larbaa
230,Batna,Lazrou
231,Batna,Lemsane
232,Batna,M'Doukal
233,Batna,Maafa
234,Batna,Menaa
235,Batna,Merouana
236,Batna,N'Gaous
237,Batna,Oued Chaaba
238,Batna,Oued El Ma
239,Batna,Oued Taga
240,Batna,Ouled Ammar
241,Batna,Ouled Aouf
242,Batna,Ouled Fadhel
243,Batna,Ouled Sellem
244,Batna,Ouled Si Slimane
245,Batna,Ouyoun El Assafir
246,Batna,Ras El Aioun
247,Batna,Rehbat
248,Batna,Sefiane
249,Batna,Seggana
250,Batna,Seriana
251,Batna,T Kout
252,Batna,Talkhamt
253,Batna,Taxlent
254,Batna,Tazoult
255,Batna,Teniet El Abed
256,Batna,Tighanimine
257,Batna,Tigharghar
258,Batna,Tilatou
259,Batna,Timgad
260,Batna,Zanet El Beida
261,Biskra,Ain Naga
262,Biskra,Ain Zaatout
263,Biskra,Besbes
264,Biskra,Biskra
265,Biskra,Bordj Ben Azzouz
266,Biskra,Bouchakroune
267,Biskra,Branis
268,Biskra,Chetma
269,Biskra,Chouaiba|Ouled Rahma
270,Biskra,Daoussen
271,Biskra,Djamora
272,Biskra,El Feidh
273,Biskra,El Ghrous
274,Biskra,El Hadjab
275,Biskra,El Haouch
276,Biskra,El Kentara
277,Biskra,El Ouitaya
278,Biskra,Foughala
279,Biskra,Khenguet Sidi Nadji
280,Biskra,Lichana
281,Biskra,Lioua
282,Biskra,M'Lili
283,Biskra,M_Ziraa
284,Biskra,Mechouneche
285,Biskra,Mekhadma
286,Biskra,Ouled Djellal
287,Biskra,Oumache
288,Biskra,Ourlal
289,Biskra,Ras Miaad|Ouled Sassi
290,Biskra,Sidi Khaled
291,Biskra,Sidi Okba
292,Biskra,Tolga
293,Biskra,Zeribet El Oued
294,Blida,Ain Romana
295,Blida,Beni-Tamou
296,Blida,Beni Merad
297,Blida,Benkhelil
298,Blida,Blida
299,Blida,Bouaarfa
300,Blida,Boufarik
301,Blida,Bougara
302,Blida,Bouinan
303,Blida,Chebli
304,Blida,Chiffa
305,Blida,Chrea
306,Blida,Djebabra
307,Blida,El-Affroun
308,Blida,Gherouaou
309,Blida,Hammam Melouane
310,Blida,Larbaa
311,Blida,Meftah
312,Blida,Mouzaia
313,Blida,Oued Djer
314,Blida,Oued El Alleug
315,Blida,Ouled Slama
316,Blida,Ouled Yaich
317,Blida,Souhan
318,Blida,Soumaa
319,Bordj Bou Arréridj,Ain Taghrout
320,Bordj Bou Arréridj,Ain Tesra
321,Bordj Bou Arréridj,Belimour
322,Bordj Bou Arréridj,Bendaoud
323,Bordj Bou Arréridj,Bir Kasdali
324,Bordj Bou Arréridj,Bordj Bou Arreridj
325,Bordj Bou Arréridj,Bordj Ghdir
326,Bordj Bou Arréridj,Bordj Zemoura
327,Bordj Bou Arréridj,Colla
328,Bordj Bou Arréridj,Djaafra
329,Bordj Bou Arréridj,El Ach
330,Bordj Bou Arréridj,El Achir
331,Bordj Bou Arréridj,El Anseur
332,Bordj Bou Arréridj,El Hamadia
333,Bordj Bou Arréridj,El M'Hir
334,Bordj Bou Arréridj,El Main
335,Bordj Bou Arréridj,Ghilassa
336,Bordj Bou Arréridj,Haraza
337,Bordj Bou Arréridj,Hasnaoua
338,Bordj Bou Arréridj,Khelil
339,Bordj Bou Arréridj,Ksour
340,Bordj Bou Arréridj,Mansoura
341,Bordj Bou Arréridj,Medjana
342,Bordj Bou Arréridj,Ouled Brahem
343,Bordj Bou Arréridj,Ouled Dahmane
344,Bordj Bou Arréridj,Ouled Sidi Brahim
345,Bordj Bou Arréridj,Rabta
346,Bordj Bou Arréridj,Ras El Oued
347,Bordj Bou Arréridj,Sidi Embarek
348,Bordj Bou Arréridj,Tafreg
349,Bordj Bou Arréridj,Taglait
350,Bordj Bou Arréridj,Teniet En Nasr
351,Bordj Bou Arréridj,Tesmart
352,Bordj Bou Arréridj,Tixter
353,Bouira,Aghbalou
354,Bouira,Ahl El Ksar
355,Bouira,Ahnif
356,Bouira,Ain-Bessem
357,Bouira,Ain El Hadjar
358,Bouira,Ain Laloui
359,Bouira,Ain Turk
360,Bouira,Ait Laaziz
361,Bouira,Aomar
362,Bouira,Ath Mansour Taourirt
363,Bouira,Bechloul
364,Bouira,Bir Ghbalou
365,Bouira,Bordj Okhriss
366,Bouira,Bouderbala
367,Bouira,Bouira
368,Bouira,Boukram
369,Bouira,Chorfa
370,Bouira,Dechmia
371,Bouira,Dirrah
372,Bouira,Djebahia
373,Bouira,El Adjiba
374,Bouira,El Asnam
375,Bouira,El Hachimia
376,Bouira,El Hakimia
377,Bouira,El Khabouzia
378,Bouira,El Mokrani|El Madjen
379,Bouira,Guerrouma
380,Bouira,Hadjera Zerga
381,Bouira,Haizer
382,Bouira,Kadiria
383,Bouira,Lakhdaria
384,Bouira,M'Chedallah
385,Bouira,Maala
386,Bouira,Maamora
387,Bouira,Mezdour
388,Bouira,Oued El Berdi
389,Bouira,Ouled Rached
390,Bouira,Raouraoua
391,Bouira,Ridane
392,Bouira,Saharidj
393,Bouira,Souk El Khemis
394,Bouira,Sour El Ghouzlane
395,Bouira,Taghzout
396,Bouira,Taguedit
397,Bouira,Zbarbar|El Isseri
398,Boumerdès,Afir
399,Boumerdès,Ammal
400,Boumerdès,Baghlia
401,Boumerdès,Ben Choud
402,Boumerdès,Beni Amrane
403,Boumerdès,Bordj Menaiel
404,Boumerdès,Boudouaou El Bahri
405,Boumerdès,Boudouaou
406,Boumerdès,Boumerdes
407,Boumerdès,Bouzegza Keddara
408,Boumerdès,Chabet El Ameur
409,Boumerdès,Corso
410,Boumerdès,Dellys
411,Boumerdès,Djinet
412,Boumerdès,El Kharrouba
413,Boumerdès,Hammadi
414,Boumerdès,Isser
415,Boumerdès,Khemis El Khechna
416,Boumerdès,Larbatache
417,Boumerdès,Leghata
418,Boumerdès,Naciria
419,Boumerdès,Ouled Aissa
420,Boumerdès,Ouled Hedadj
421,Boumerdès,Ouled Moussa
422,Boumerdès,Si Mustapha
423,Boumerdès,Sidi Daoud
424,Boumerdès,Souk El Had
425,Boumerdès,Taourga
426,Boumerdès,Thenia
427,Boumerdès,Tidjelabine
428,Boumerdès,Timezrit
429,Boumerdès,Zemmouri
430,Chlef,Abou El Hassen
431,Chlef,Ain Merrane
432,Chlef,Benairia
433,Chlef,Beni Bouattab
434,Chlef,Beni Haoua
435,Chlef,Beni Rached
436,Chlef,Boukadir
437,Chlef,Bouzeghaia
438,Chlef,Breira
439,Chlef,Chettia
440,Chlef,Chlef
441,Chlef,Dahra
442,Chlef,El Hadjadj
443,Chlef,El Karimia
444,Chlef,El Marsa
445,Chlef,Harchoune
446,Chlef,Herenfa
447,Chlef,Labiod Medjadja
448,Chlef,Moussadek
449,Chlef,Oued Fodda
450,Chlef,Oued Goussine
451,Chlef,Oued Sly
452,Chlef,Ouled Abbes
453,Chlef,Ouled Ben Abdelkader
454,Chlef,Ouled Fares
455,Chlef,Oum Drou
456,Chlef,Sendjas
457,Chlef,Sidi Abderrahmane
458,Chlef,Sidi Akkacha
459,Chlef,Sobha
460,Chlef,Tadjena
461,Chlef,Taougrit
462,Chlef,Telassa
463,Chlef,Tenes
464,Chlef,Zeboudja
465,Constantine,Ain Abid
466,Constantine,Ain Semara
467,Constantine,Ben Badis
468,Constantine,Beni Hamidane
469,Constantine,Boudjeriou Messaoud
470,Constantine,Constantine
471,Constantine,Didouche Mourad
472,Constantine,El Khroub
473,Constantine,Hamma Bouziane
474,Constantine,Ibn Ziad
475,Constantine,Ouled Rahmoune
476,Constantine,Zighoud Youcef
477,Djelfa,Ain Chouhada
478,Djelfa,Ain El Ibel
479,Djelfa,Ain Fekka
480,Djelfa,Ain Maabed
481,Djelfa,Ain Oussera
482,Djelfa,Amourah
483,Djelfa,Benhar
484,Djelfa,Benyacoub
485,Djelfa,Birine
486,Djelfa,Bouira Lahdab
487,Djelfa,Charef
488,Djelfa,Dar Chioukh
489,Djelfa,Deldoul
490,Djelfa,Djelfa
491,Djelfa,Douis
492,Djelfa,El Guedid
493,Djelfa,El Idrissia
494,Djelfa,El Khemis
495,Djelfa,Faidh El Botma
496,Djelfa,Guernini
497,Djelfa,Guettara
498,Djelfa,Had Sahary
499,Djelfa,Hassi Bahbah
500,Djelfa,Hassi El Euch
501,Djelfa,Hassi Fedoul
502,Djelfa,M'Liliha
503,Djelfa,Messaad
504,Djelfa,Moudjebara
505,Djelfa,Oum Laadham
506,Djelfa,Sed Rahal
507,Djelfa,Selmana
508,Djelfa,Sidi Baizid
509,Djelfa,Sidi Ladjel
510,Djelfa,Tadmit
511,Djelfa,Zaafrane
512,Djelfa,Zaccar
513,El Bayadh,Ain El Orak
514,El Bayadh,Arbaouat
515,El Bayadh,Boualem
516,El Bayadh,Bougtoub
517,El Bayadh,Boussemghoun
518,El Bayadh,Brezina
519,El Bayadh,Cheguig
520,El Bayadh,Chellala
521,El Bayadh,El Bayadh
522,El Bayadh,El Biodh Sidi Cheikh
523,El Bayadh,El Bnoud
524,El Bayadh,El Kheither
525,El Bayadh,El Mehara
526,El Bayadh,Ghassoul
527,El Bayadh,Kef El Ahmar
528,El Bayadh,Krakda
529,El Bayadh,Rogassa
530,El Bayadh,Sidi Ameur
531,El Bayadh,Sidi Slimane
532,El Bayadh,Sidi Tifour
533,El Bayadh,Stitten
534,El Bayadh,Tousmouline
535,El Oued,Bayadha
536,El Oued,Ben Guecha
537,El Oued,Debila
538,El Oued,Djamaa
539,El Oued,Douar El Ma
540,El Oued,El M'Ghair
541,El Oued,El Ogla
542,El Oued,El Oued
543,El Oued,Guemar
544,El Oued,Hamraia
545,El Oued,Hassani Abdelkrim
546,El Oued,Hassi Khalifa
547,El Oued,Kouinine
548,El Oued,M'Rara
549,El Oued,Magrane
550,El Oued,Mih Ouansa
551,El Oued,Nakhla
552,El Oued,Oued El Alenda
553,El Oued,Oum Touyour
554,El Oued,Ourmes
555,El Oued,Reguiba
556,El Oued,Robbah
557,El Oued,Sidi Amrane
558,El Oued,Sidi Aoun
559,El Oued,Sidi Khelil
560,El Oued,Still
561,El Oued,Taghzout
562,El Oued,Taleb Larbi
563,El Oued,Tenedla
564,El Oued,Trifaoui
565,El Tarf,Ain El Assel
566,El Tarf,Ain Kerma
567,El Tarf,Asfour
568,El Tarf,Ben M'Hidi
569,El Tarf,Berrihane
570,El Tarf,Besbes
571,El Tarf,Bougous
572,El Tarf,Bouhadjar
573,El Tarf,Bouteldja
574,El Tarf,Chebaita Mokhtar
575,El Tarf,Chefia
576,El Tarf,Chihani
577,El Tarf,Drean
578,El Tarf,Echatt
579,El Tarf,El Aioun
580,El Tarf,El Kala
581,El Tarf,El Tarf
582,El Tarf,Hammam Ben Salah
583,El Tarf,Lac Des Oiseaux
584,El Tarf,Oued Zitoun
585,El Tarf,Raml Souk
586,El Tarf,Souarekh
587,El Tarf,Zerizer
588,El Tarf,Zitouna
589,Ghardaïa,Berriane
590,Ghardaïa,Bounoura
591,Ghardaïa,Dhayet Bendhahoua
592,Ghardaïa,El Atteuf
593,Ghardaïa,El Guerrarra
594,Ghardaïa,El Meniaa
595,Ghardaïa,Ghardaia
596,Ghardaïa,Hassi Fehal
597,Ghardaïa,Hassi Gara
598,Ghardaïa,Mansoura
599,Ghardaïa,Metlili
600,Ghardaïa,Sebseb
601,Ghardaïa,Zelfana
602,Guelma,Ain Ben Beida
603,Guelma,Ain Larbi
604,Guelma,Ain Makhlouf
605,Guelma,Ain Rekada
606,Guelma,Ain Sandel
607,Guelma,Belkheir
608,Guelma,Ben Djerrah
609,Guelma,Beni Mezline
610,Guelma,Bordj Sebbat
611,Guelma,Bou Hachana
612,Guelma,Bou Hamdane
613,Guelma,Bouati Mahmoud
614,Guelma,Bouchekouf
615,Guelma,Boumahra Ahmed
616,Guelma,Dahouara
617,Guelma,Djebala El Khemissi
618,Guelma,El Fedjoudj
619,Guelma,Guelma
620,Guelma,Hammam Debagh
621,Guelma,Hammam N'Bail
622,Guelma,Helliopolis
623,Guelma,Houari Boumediene
624,Guelma,Kalaat Bousbaa
625,Guelma,Khezzara
626,Guelma,Medjaz Ammar
627,Guelma,Medjaz Sfa
628,Guelma,Nechemaya
629,Guelma,Oued Cheham
630,Guelma,Oued Fragha
631,Guelma,Oued Zenati
632,Guelma,Ras El Agba
633,Guelma,Roknia
634,Guelma,Selaoua Announa
635,Guelma,Tamlouka
636,Illizi,Bordj El Haouasse
637,Illizi,Bordj Omar Driss
638,Illizi,Debdeb
639,Illizi,Djanet
640,Illizi,Illizi
641,Illizi,In Amenas
642,Jijel,Bordj Tahar
643,Jijel,Boudria Beniyadjis
644,Jijel,Bouraoui Belhadef
645,Jijel,Boussif Ouled Askeur
646,Jijel,Chahna
647,Jijel,Chekfa
648,Jijel,Djemaa Beni Habibi
649,Jijel,Djemila
650,Jijel,El Ancer
651,Jijel,El Aouana
652,Jijel,El Kennar Nouchfi
653,Jijel,El Milia
654,Jijel,Emir Abdelkader
655,Jijel,Erraguene
656,Jijel,Ghebala
657,Jijel,Jijel
658,Jijel,Kheir Oued Adjoul
659,Jijel,Kouas
660,Jijel,Oudjana
661,Jijel,Ouled Rabah
662,Jijel,Ouled Yahia Khadrouche
663,Jijel,Selma Benziada
664,Jijel,Settara
665,Jijel,Sidi Abdelaziz
666,Jijel,Sidi Marouf
667,Jijel,Taher
668,Jijel,Texenna
669,Jijel,Ziama Mansouria
670,Khenchela,Ain Touila
671,Khenchela,Babar
672,Khenchela,Baghai
673,Khenchela,Bouhmama
674,Khenchela,Chechar
675,Khenchela,Chelia
676,Khenchela,Djellal
677,Khenchela,El Hamma
678,Khenchela,El Mahmal
679,Khenchela,El Oueldja
680,Khenchela,Ensigha
681,Khenchela,Kais
682,Khenchela,Khenchela
683,Khenchela,Khirane
684,Khenchela,M'Sara
685,Khenchela,M'Toussa
686,Khenchela,Ouled Rechache
687,Khenchela,Remila
688,Khenchela,Tamza
689,Khenchela,Taouzianat
690,Khenchela,Yabous
691,Laghouat,Aflou
692,Laghouat,Ain Madhi
693,Laghouat,Ain Sidi Ali
694,Laghouat,Brida
695,Laghouat,El Assafia
696,Laghouat,El Beidha
697,Laghouat,El Ghicha
698,Laghouat,El Haouaita
699,Laghouat,Gueltat Sidi Saad
700,Laghouat,Hadj Mechri
701,Laghouat,Hassi Delaa
702,Laghouat,Hassi R'Mel
703,Laghouat,Kheneg
704,Laghouat,Ksar Hirane
705,Laghouat,Laghouat
706,Laghouat,Mekhareg
707,Laghouat,Oued M'Zi
708,Laghouat,Oued Mora
709,Laghouat,Sebgag
710,Laghouat,Sidi Bouzid
711,Laghouat,Sidi Makhlouf
712,Laghouat,Tadjemout
713,Laghouat,Tadjrouna
714,Laghouat,Taouala
715,M'Sila,Ain El Hadjel
716,M'Sila,Ain El Melh
717,M'Sila,Ain Errich
718,M'Sila,Ain Fares
719,M'Sila,Ain Khadra
720,M'Sila,Belaiba
721,M'Sila,Ben Srour
722,M'Sila,Beni Ilmane
723,M'Sila,Benzouh
724,M'Sila,Berhoum
725,M'Sila,Bir Foda
726,M'Sila,Bou Saada
727,M'Sila,Bouti Sayeh
728,M'Sila,Chellal
729,M'Sila,Dehahna
730,M'Sila,Djebel Messaad
731,M'Sila,El Houamed
732,M'Sila,Hammam Dalaa
733,M'Sila,Hamri
734,M'Sila,Khatouti Sed Eldjir
735,M'Sila,Khoubana
736,M'Sila,M'Cif
737,M'Sila,M'Sila
738,M'Sila,M'Tarfa
739,M'Sila,Maadid
740,M'Sila,Maarif
741,M'Sila,Magra
742,M'Sila,Medjedel
743,M'Sila,Menaa
744,M'Sila,Mohamed Boudiaf
745,M'Sila,Ouanougha
746,M'Sila,Ouled Addi Guebala
747,M'Sila,Ouled Derradj
748,M'Sila,Ouled Madhi
749,M'Sila,Ouled Mansour
750,M'Sila,Ouled Sidi Brahim
751,M'Sila,Ouled Slimane
752,M'Sila,Oultene
753,M'Sila,Sidi Aissa
754,M'Sila,Sidi Ameur
755,M'Sila,Sidi Hadjeres
756,M'Sila,Sidi M'Hamed
757,M'Sila,Slim
758,M'Sila,Soumaa
759,M'Sila,Tamsa
760,M'Sila,Tarmount
761,M'Sila,Zarzour
762,Médéa,Ain Boucif
763,Médéa,Ain Ouksir
764,Médéa,Aissaouia
765,Médéa,Azziz
766,Médéa,Azzizia
767,Médéa,Baata
768,Médéa,Ben Chicao
769,Médéa,Beni Slimane
770,Médéa,Berrouaghia
771,Médéa,Bir Ben Laabed
772,Médéa,Bouaiche
773,Médéa,Bouaichoune
774,Médéa,Boucherahil
775,Médéa,Boughar
776,Médéa,Boughezoul
777,Médéa,Bouskene
778,Médéa,Chahbounia
779,Médéa,Chellalet Ladhaoura
780,Médéa,Cheniguel
781,Médéa,Derrag
782,Médéa,Deux Bassins
783,Médéa,Djouab
784,Médéa,Draa Smar
785,Médéa,El Guelb El Kebir
786,Médéa,El Hamdania
787,Médéa,El Kaf Lakhdar
788,Médéa,El Ouinet
789,Médéa,El Oumaria
790,Médéa,Hannacha
791,Médéa,Khams Djouamaa
792,Médéa,Ksar El Boukhari
793,Médéa,Medea
794,Médéa,Medjebar
795,Médéa,Meftaha
796,Médéa,Megheraoua
797,Médéa,Mezrenna
798,Médéa,Mihoub
799,Médéa,Ouamri
800,Médéa,Oued Harbil
801,Médéa,Ouezra
802,Médéa,Ouled Antar
803,Médéa,Ouled Bouachra
804,Médéa,Ouled Brahim
805,Médéa,Ouled Daid
806,Médéa,Ouled Hellal
807,Médéa,Ouled Maaraf
808,Médéa,Oum El Djellil
809,Médéa,Roubia
810,Médéa,Saneg
811,Médéa,Sedraya
812,Médéa,Seghouane
813,Médéa,Si El Mahdjoub
814,Médéa,Sidi Damed
815,Médéa,Sidi Errabia
816,Médéa,Sidi Naamane
817,Médéa,Sidi Zahar
818,Médéa,Sidi Ziane
819,Médéa,Souagui
820,Médéa,Tablat
821,Médéa,Tafraout
822,Médéa,Tamezguida
823,Médéa,Thleth Douair
824,Médéa,Tizi Mahdi
825,Médéa,Zoubiria
826,Mascara,Ain Fares
827,Mascara,Ain Fekan
828,Mascara,Ain Ferah
829,Mascara,Ain Frass
830,Mascara,Alaimia
831,Mascara,Aouf
832,Mascara,Benian
833,Mascara,Bou Henni
834,Mascara,Bouhanifia
835,Mascara,Chorfa
836,Mascara,El Bordj
837,Mascara,El Gaada
838,Mascara,El Ghomri
839,Mascara,El Guettana
840,Mascara,El Hachem
841,Mascara,El Keurt
842,Mascara,El Mamounia
843,Mascara,El Matmor
844,Mascara,El Menaouer
845,Mascara,Ferraguig
846,Mascara,Froha
847,Mascara,Gharrous
848,Mascara,Ghriss
849,Mascara,Guerdjoum
850,Mascara,Hacine
851,Mascara,Khalouia
852,Mascara,Magtaa Douz
853,Mascara,Makhda
854,Mascara,Maoussa
855,Mascara,Mascara
856,Mascara,Mohammadia
857,Mascara,Nesmoth
858,Mascara,Oggaz
859,Mascara,Oued El Abtal
860,Mascara,Oued Taria
861,Mascara,Ras Ain Amirouche
862,Mascara,Sedjerara
863,Mascara,Sehailia
864,Mascara,Sidi Abdeldjebar
865,Mascara,Sidi Abdelmoumene
866,Mascara,Sidi Boussaid
867,Mascara,Sidi Kada
868,Mascara,Sig
869,Mascara,Tighenif
870,Mascara,Tizi
871,Mascara,Zahana
872,Mascara,Zelmata
873,Mila,Ahmed Rachedi
874,Mila,Ain Beida Harriche
875,Mila,Ain Mellouk
876,Mila,Ain Tine
877,Mila,Amirat Arres
878,Mila,Benyahia Abderrahmane
879,Mila,Bouhatem
880,Mila,Chelghoum Laid
881,Mila,Cheraga
882,Mila,Derradji Bousselah
883,Mila,El Mechira
884,Mila,Elayadi Barbes
885,Mila,Ferdjioua
886,Mila,Grarem Gouga
887,Mila,Hamala
888,Mila,Mila
889,Mila,Minar Zarza
890,Mila,Oued Athmenia
891,Mila,Oued Endja
892,Mila,Oued Seguen
893,Mila,Ouled Khelouf
894,Mila,Rouached
895,Mila,Sidi Khelifa
896,Mila,Sidi Merouane
897,Mila,Tadjenanet
898,Mila,Tassadane Haddada
899,Mila,Teleghma
900,Mila,Terrai Bainnane
901,Mila,Tessala Lamtai
902,Mila,Tiberguent
903,Mila,Yahia Beniguecha
904,Mila,Zeghaia
905,Mostaganem,Achaacha
906,Mostaganem,Ain Boudinar
907,Mostaganem,Ain Nouissy
908,Mostaganem,Ain Sidi Cherif
909,Mostaganem,Ain Tedles
910,Mostaganem,Benabdelmalek Ramdane
911,Mostaganem,Bouguirat
912,Mostaganem,Fornaka
913,Mostaganem,Hadjadj
914,Mostaganem,Hassaine|Beni Yahi
915,Mostaganem,Hassi Mameche
916,Mostaganem,Khadra
917,Mostaganem,Kheiredine
918,Mostaganem,Mansourah
919,Mostaganem,Mesra
920,Mostaganem,Mezghrane
